ChapterID,SegmentLabel,SegmentType,Status,SourcePath,RawContent
2,segment_002,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_002\segment_002\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
2,segment_003,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_002\segment_003\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
3,segment_001,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_003\segment_001\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
4,segment_001,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_004\segment_001\segment.txt,"```json
{
  ""actors"": [
    {""name"":""ወዳግመ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ጠየቁ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ሐጋይ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ምጽላለ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ወጽላሎተ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ተኀሥሡ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ቅድሜሃ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ወንትሙሰ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""እሙቀተ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ሐሩር"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ኢትሉ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ዪዶታ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""},
    {""name"":""ዋዐያ"",""visualTraits"":""unknown"",""changes"":null,""role"":""unknown""}
  ],
  ""props"": [],
  ""environments"": [
    {""name"":""ፀሐይ"",""visualTraits"":""unknown"",""changes"":null,""role"":""environment""},
    {""name"":""ምድር"",""visualTraits"":""unknown"",""changes"":null,""role"":""environment""}
  ],
  ""scenes"": [
    {
      ""title"":""Chapter 4 Segment 1"",
      ""location"":""unknown"",
      ""action"":""unknown"",
      ""actorsInvolved"":[
        ""ወዳግመ"",""ጠየቁ"",""ሐጋይ"",""ምጽላለ"",""ወጽላሎተ"",
        ""ተኀሥሡ"",""ቅድሜሃ"",""ወንትሙሰ"",""እሙቀተ"",""ሐሩር"",
        ""ኢትሉ"",""ዪዶታ"",""ዋዐያ""
      ]
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
5,segment_001,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_005\segment_001\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [
    {
      ""title"": ""Chapter 5 Segment 1"",
      ""location"": null,
      ""action"": ""chanting/recitation"",
      ""actorsInvolved"": null
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
5,segment_002,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_005\segment_002\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
5,segment_003,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_005\segment_003\segment.txt,"{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}"
5,segment_004,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_005\segment_004\segment.txt,"```json
{
  ""actors"": [
    {""name"":""ወንትሙሰ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ኢተዐገሥሙ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ወኢገርሙ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ትእዛዘ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""እግዚእ፨እላ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ተዐደውሙ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ወሐመይሙ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ዐቢያተ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ወድሩተ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ቃላተፍ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ርኩስት"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ዘዚሙ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ላዕለ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ዕየ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ዚሁ፨ይቡሳነ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ልብ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ኢትውነሙ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ሰላም"",""visualTraits"":null,""changes"":null,""role"":""unknown""}
  ],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [
    {
      ""title"":""Chapter 5 Segment 4"",
      ""location"":null,
      ""action"":""chanting/recitation"",
      ""actorsInvolved"":[
        ""ወንትሙሰ"",""ኢተዐገሥሙ"",""ወኢገርሙ"",""ትእዛዘ"",
        ""እግዚእ፨እላ"",""ተዐደውሙ"",""ወሐመይሙ"",""ዐቢያተ"",
        ""ወድሩተ"",""ቃላተፍ"",""ርኩስት"",""ዘዚሙ"",""ላዕለ"",
        ""ዕየ"",""ዚሁ፨ይቡሳነ"",""ልብ"",""ኢትውነሙ"",""ሰላም""
      ]
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
5,segment_005,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_005\segment_005\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
5,segment_006,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_005\segment_006\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
5,segment_007,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_005\segment_007\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
5,segment_008,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_005\segment_008\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
5,segment_009,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_005\segment_009\segment.txt,"{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}"
6,segment_001,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_006\segment_001\segment.txt,"```json
{
  ""actors"": [
    {""name"":""ወነ"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""እምዘዝ"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""ውሉደ"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""ሰብእ"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""እማንቱ"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""መዋእል"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""ተወልዳ"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""ሎሙ"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""ዋልድ"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""ሠናያት"",""visualTraits"":[],""changes"":[],""role"":null},
    {""name"":""ወላህያት"",""visualTraits"":[],""changes"":[],""role"":null}
  ],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [
    {
      ""title"":""Chapter 6 Segment 1"",
      ""location"":null,
      ""action"":null,
      ""actorsInvolved"":[
        ""ወነ"",""እምዘዝ"",""ውሉደ"",""ሰብእ"",""እማንቱ"",""መዋእል"",
        ""ተወልዳ"",""ሎሙ"",""ዋልድ"",""ሠናያት"",""ወላህያት""
      ]
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
6,segment_002,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_006\segment_002\segment.txt,"```json
{
  ""actors"": [
    {
      ""name"": ""ወርእዩ"",
      ""visualTraits"": ""angelic"",
      ""changes"": null,
      ""role"": ""angel""
    }
  ],
  ""props"": [],
  ""environments"": [
    {
      ""name"": ""ሰማያት"",
      ""visualTraits"": ""vast sky"",
      ""changes"": null,
      ""role"": ""environment""
    },
    {
      ""name"": ""ውሉደ"",
      ""visualTraits"": ""worldly"",
      ""changes"": null,
      ""role"": ""environment""
    }
  ],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
6,segment_003,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_006\segment_003\segment.txt,"```json
{
  ""actors"": [
    {
      ""name"": ""ወይቤሎሙ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""character""
    },
    {
      ""name"": ""ስምያዛ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""character""
    },
    {
      ""name"": ""ዮጊ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""character""
    }
  ],
  ""props"": [],
  ""environments"": [
    {
      ""name"": ""ባሕቲትየ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""setting""
    },
    {
      ""name"": ""ፈዳዪሃ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""setting""
    },
    {
      ""name"": ""ዐባይ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""setting""
    }
  ],
  ""scenes"": [
    {
      ""title"": ""Line 1"",
      ""location"": ""unknown"",
      ""action"": ""unknown"",
      ""actorsInvolved"": [""ወይቤሎሙ"", ""ስምያዛ""]
    },
    {
      ""title"": ""Line 2"",
      ""location"": ""unknown"",
      ""action"": ""unknown"",
      ""actorsInvolved"": [""ዮጊ""]
    },
    {
      ""title"": ""Line 3"",
      ""location"": ""unknown"",
      ""action"": ""unknown"",
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Line 4"",
      ""location"": ""unknown"",
      ""action"": ""unknown"",
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Line 5"",
      ""location"": ""unknown"",
      ""action"": ""unknown"",
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Line 6"",
      ""location"": ""unknown"",
      ""action"": ""unknown"",
      ""actorsInvolved"": []
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
6,segment_004,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_006\segment_004\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```
"
6,segment_005,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_006\segment_005\segment.txt,"```json
{
  ""actors"": [
    {""name"":""ሜሃ"",""visualTraits"":null,""changes"":null,""role"":null},
    {""name"":""መሐሉ"",""visualTraits"":null,""changes"":null,""role"":null},
    {""name"":""ሎሙ"",""visualTraits"":null,""changes"":null,""role"":null},
    {""name"":""ኅቡረ"",""visualTraits"":null,""changes"":null,""role"":null},
    {""name"":""ይናቲሆሙ"",""visualTraits"":null,""changes"":null,""role"":null},
    {""name"":""ቦቱ"",""visualTraits"":null,""changes"":null,""role"":null},
    {""name"":""ወኑ"",""visualTraits"":null,""changes"":null,""role"":null}
  ],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [
    {
      ""title"":""Chapter 6 Segment 5"",
      ""location"":null,
      ""action"":null,
      ""actorsInvolved"":[""ሜሃ"",""መሐሉ"",""ሎሙ"",""ኅቡረ"",""ይናቲሆሙ"",""ቦቱ"",""ወኑ""]
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
